task 1：
目标函数：320.633
决策变量：
x
t1  （大小 9）	t1  （大小 9）	v1  （大小 2）	值
1	1	1	0
1	1	2	0
1	2	1	0
1	2	2	0
1	3	1	0
1	3	2	0
1	4	1	0
1	4	2	0
1	5	1	0
1	5	2	0
1	6	1	0
1	6	2	0
1	7	1	0
1	7	2	0
1	8	1	0
1	8	2	0
1	9	1	0
1	9	2	1
2	1	1	0
2	1	2	0
2	2	1	0
2	2	2	0
2	3	1	0
2	3	2	0
2	4	1	0
2	4	2	0
2	5	1	0
2	5	2	0
2	6	1	0
2	6	2	0
2	7	1	0
2	7	2	1
2	8	1	0
2	8	2	0
2	9	1	0
2	9	2	0
3	1	1	0
3	1	2	0
3	2	1	0
3	2	2	1
3	3	1	0
3	3	2	0
3	4	1	0
3	4	2	0
3	5	1	0
3	5	2	0
3	6	1	0
3	6	2	0
3	7	1	0
3	7	2	0
3	8	1	0
3	8	2	0
3	9	1	0
3	9	2	0
4	1	1	0
4	1	2	0
4	2	1	0
4	2	2	0
4	3	1	0
4	3	2	1
4	4	1	0
4	4	2	0
4	5	1	0
4	5	2	0
4	6	1	0
4	6	2	0
4	7	1	0
4	7	2	0
4	8	1	0
4	8	2	0
4	9	1	0
4	9	2	0
5	1	1	0
5	1	2	0
5	2	1	0
5	2	2	0
5	3	1	0
5	3	2	0
5	4	1	0
5	4	2	0
5	5	1	0
5	5	2	0
5	6	1	0
5	6	2	1
5	7	1	0
5	7	2	0
5	8	1	0
5	8	2	0
5	9	1	0
5	9	2	0
6	1	1	0
6	1	2	0
6	2	1	0
6	2	2	0
6	3	1	0
6	3	2	0
6	4	1	0
6	4	2	0
6	5	1	0
6	5	2	0
6	6	1	0
6	6	2	0
6	7	1	0
6	7	2	0
6	8	1	0
6	8	2	1
6	9	1	0
6	9	2	0
7	1	1	0
7	1	2	1
7	2	1	0
7	2	2	0
7	3	1	0
7	3	2	0
7	4	1	0
7	4	2	0
7	5	1	0
7	5	2	0
7	6	1	0
7	6	2	0
7	7	1	0
7	7	2	0
7	8	1	0
7	8	2	0
7	9	1	0
7	9	2	0
8	1	1	0
8	1	2	0
8	2	1	0
8	2	2	0
8	3	1	0
8	3	2	0
8	4	1	0
8	4	2	1
8	5	1	0
8	5	2	0
8	6	1	0
8	6	2	0
8	7	1	0
8	7	2	0
8	8	1	0
8	8	2	0
8	9	1	0
8	9	2	0
9	1	1	0
9	1	2	0
9	2	1	0
9	2	2	0
9	3	1	0
9	3	2	0
9	4	1	0
9	4	2	0
9	5	1	0
9	5	2	1
9	6	1	0
9	6	2	0
9	7	1	0
9	7	2	0
9	8	1	0
9	8	2	0
9	9	1	0
9	9	2	0

y
t1  （大小 9）	值
1	0
2	11.1046314154098
3	8.88621690772538
4	7.70416203785839
5	2.72821947747597
6	4.76130084395281
7	13.6517883816731
8	5.91913957422525
9	1.03077640640442

时间：31.83秒

task 2：
目标函数：354.505
决策变量：
x
t1  （大小 9）	t1  （大小 9）	v1  （大小 2）	值
1	1	1	0
1	1	2	0
1	2	1	0
1	2	2	0
1	3	1	0
1	3	2	0
1	4	1	0
1	4	2	0
1	5	1	0
1	5	2	0
1	6	1	0
1	6	2	0
1	7	1	0
1	7	2	1
1	8	1	0
1	8	2	0
1	9	1	0
1	9	2	0
2	1	1	0
2	1	2	0
2	2	1	0
2	2	2	0
2	3	1	0
2	3	2	1
2	4	1	0
2	4	2	0
2	5	1	0
2	5	2	0
2	6	1	0
2	6	2	0
2	7	1	0
2	7	2	0
2	8	1	0
2	8	2	0
2	9	1	0
2	9	2	0
3	1	1	0
3	1	2	0
3	2	1	0
3	2	2	0
3	3	1	0
3	3	2	0
3	4	1	0
3	4	2	1
3	5	1	0
3	5	2	0
3	6	1	0
3	6	2	0
3	7	1	0
3	7	2	0
3	8	1	0
3	8	2	0
3	9	1	0
3	9	2	0
4	1	1	0
4	1	2	0
4	2	1	0
4	2	2	0
4	3	1	0
4	3	2	0
4	4	1	0
4	4	2	0
4	5	1	0
4	5	2	0
4	6	1	0
4	6	2	0
4	7	1	0
4	7	2	0
4	8	1	0
4	8	2	1
4	9	1	0
4	9	2	0
5	1	1	0
5	1	2	0
5	2	1	0
5	2	2	0
5	3	1	0
5	3	2	0
5	4	1	0
5	4	2	0
5	5	1	0
5	5	2	0
5	6	1	0
5	6	2	0
5	7	1	0
5	7	2	0
5	8	1	0
5	8	2	0
5	9	1	0
5	9	2	1
6	1	1	0
6	1	2	0
6	2	1	0
6	2	2	0
6	3	1	0
6	3	2	0
6	4	1	0
6	4	2	0
6	5	1	0
6	5	2	1
6	6	1	0
6	6	2	0
6	7	1	0
6	7	2	0
6	8	1	0
6	8	2	0
6	9	1	0
6	9	2	0
7	1	1	0
7	1	2	0
7	2	1	0
7	2	2	1
7	3	1	0
7	3	2	0
7	4	1	0
7	4	2	0
7	5	1	0
7	5	2	0
7	6	1	0
7	6	2	0
7	7	1	0
7	7	2	0
7	8	1	0
7	8	2	0
7	9	1	0
7	9	2	0
8	1	1	0
8	1	2	0
8	2	1	0
8	2	2	0
8	3	1	0
8	3	2	0
8	4	1	0
8	4	2	0
8	5	1	0
8	5	2	0
8	6	1	0
8	6	2	1
8	7	1	0
8	7	2	0
8	8	1	0
8	8	2	0
8	9	1	0
8	9	2	0
9	1	1	0
9	1	2	1
9	2	1	0
9	2	2	0
9	3	1	0
9	3	2	0
9	4	1	0
9	4	2	0
9	5	1	0
9	5	2	0
9	6	1	0
9	6	2	0
9	7	1	0
9	7	2	0
9	8	1	0
9	8	2	0
9	9	1	0
9	9	2	0

y
t1  （大小 9）	值
1	0
2	3.4609806011957
3	4.36968837184562
4	5.30852729908642
5	7.21600710315928
6	6.58431355554953
7	0.913823633931172
8	5.82340367268247
9	8.50070775857589

时间：38.21秒
