task 1：
目标函数：326.911
决策变量：
x
t1  （大小 9）	t1  （大小 9）	v1  （大小 2）	值
1	1	1	0
1	1	2	0
1	2	1	0
1	2	2	1
1	3	1	0
1	3	2	0
1	4	1	0
1	4	2	0
1	5	1	0
1	5	2	0
1	6	1	0
1	6	2	0
1	7	1	0
1	7	2	0
1	8	1	0
1	8	2	0
1	9	1	0
1	9	2	0
2	1	1	0
2	1	2	0
2	2	1	0
2	2	2	0
2	3	1	0
2	3	2	1
2	4	1	0
2	4	2	0
2	5	1	0
2	5	2	0
2	6	1	0
2	6	2	0
2	7	1	0
2	7	2	0
2	8	1	0
2	8	2	0
2	9	1	0
2	9	2	0
3	1	1	0
3	1	2	0
3	2	1	0
3	2	2	0
3	3	1	0
3	3	2	0
3	4	1	0
3	4	2	0
3	5	1	0
3	5	2	0
3	6	1	0
3	6	2	0
3	7	1	0
3	7	2	0
3	8	1	0
3	8	2	1
3	9	1	0
3	9	2	0
4	1	1	0
4	1	2	1
4	2	1	0
4	2	2	0
4	3	1	0
4	3	2	0
4	4	1	0
4	4	2	0
4	5	1	0
4	5	2	0
4	6	1	0
4	6	2	0
4	7	1	0
4	7	2	0
4	8	1	0
4	8	2	0
4	9	1	0
4	9	2	0
5	1	1	0
5	1	2	0
5	2	1	0
5	2	2	0
5	3	1	0
5	3	2	0
5	4	1	0
5	4	2	0
5	5	1	0
5	5	2	0
5	6	1	0
5	6	2	1
5	7	1	0
5	7	2	0
5	8	1	0
5	8	2	0
5	9	1	0
5	9	2	0
6	1	1	0
6	1	2	0
6	2	1	0
6	2	2	0
6	3	1	0
6	3	2	0
6	4	1	0
6	4	2	0
6	5	1	0
6	5	2	0
6	6	1	0
6	6	2	0
6	7	1	0
6	7	2	1
6	8	1	0
6	8	2	0
6	9	1	0
6	9	2	0
7	1	1	0
7	1	2	0
7	2	1	0
7	2	2	0
7	3	1	0
7	3	2	0
7	4	1	0
7	4	2	0
7	5	1	0
7	5	2	0
7	6	1	0
7	6	2	0
7	7	1	0
7	7	2	0
7	8	1	0
7	8	2	0
7	9	1	0
7	9	2	1
8	1	1	0
8	1	2	0
8	2	1	0
8	2	2	0
8	3	1	0
8	3	2	0
8	4	1	0
8	4	2	0
8	5	1	0
8	5	2	1
8	6	1	0
8	6	2	0
8	7	1	0
8	7	2	0
8	8	1	0
8	8	2	0
8	9	1	0
8	9	2	0
9	1	1	0
9	1	2	0
9	2	1	0
9	2	2	0
9	3	1	0
9	3	2	0
9	4	1	0
9	4	2	1
9	5	1	0
9	5	2	0
9	6	1	0
9	6	2	0
9	7	1	0
9	7	2	0
9	8	1	0
9	8	2	0
9	9	1	0
9	9	2	0

y
t1  （大小 9）	值
1	0
2	0
3	1.61595712445629
4	12.3754824985767
5	5.41712903628541
6	6.80533918543349
7	10.135170065329
8	3.6658429628481
9	11.2581219234789

时间：48.32

task 2：
目标函数：364.574
决策变量：
x
t1  （大小 9）	t1  （大小 9）	v1  （大小 2）	值
1	1	1	0
1	1	2	0
1	2	1	0
1	2	2	1
1	3	1	0
1	3	2	0
1	4	1	0
1	4	2	0
1	5	1	0
1	5	2	0
1	6	1	0
1	6	2	0
1	7	1	0
1	7	2	0
1	8	1	0
1	8	2	0
1	9	1	0
1	9	2	0
2	1	1	0
2	1	2	0
2	2	1	0
2	2	2	0
2	3	1	0
2	3	2	0
2	4	1	0
2	4	2	1
2	5	1	0
2	5	2	0
2	6	1	0
2	6	2	0
2	7	1	0
2	7	2	0
2	8	1	0
2	8	2	0
2	9	1	0
2	9	2	0
3	1	1	0
3	1	2	0
3	2	1	0
3	2	2	0
3	3	1	0
3	3	2	0
3	4	1	0
3	4	2	0
3	5	1	0
3	5	2	0
3	6	1	0
3	6	2	1
3	7	1	0
3	7	2	0
3	8	1	0
3	8	2	0
3	9	1	0
3	9	2	0
4	1	1	0
4	1	2	0
4	2	1	0
4	2	2	0
4	3	1	0
4	3	2	0
4	4	1	0
4	4	2	0
4	5	1	0
4	5	2	0
4	6	1	0
4	6	2	0
4	7	1	0
4	7	2	0
4	8	1	0
4	8	2	0
4	9	1	0
4	9	2	1
5	1	1	0
5	1	2	0
5	2	1	0
5	2	2	0
5	3	1	0
5	3	2	0
5	4	1	0
5	4	2	0
5	5	1	0
5	5	2	0
5	6	1	0
5	6	2	0
5	7	1	0
5	7	2	1
5	8	1	0
5	8	2	0
5	9	1	0
5	9	2	0
6	1	1	0
6	1	2	1
6	2	1	0
6	2	2	0
6	3	1	0
6	3	2	0
6	4	1	0
6	4	2	0
6	5	1	0
6	5	2	0
6	6	1	0
6	6	2	0
6	7	1	0
6	7	2	0
6	8	1	0
6	8	2	0
6	9	1	0
6	9	2	0
7	1	1	0
7	1	2	0
7	2	1	0
7	2	2	0
7	3	1	0
7	3	2	1
7	4	1	0
7	4	2	0
7	5	1	0
7	5	2	0
7	6	1	0
7	6	2	0
7	7	1	0
7	7	2	0
7	8	1	0
7	8	2	0
7	9	1	0
7	9	2	0
8	1	1	0
8	1	2	0
8	2	1	0
8	2	2	0
8	3	1	0
8	3	2	0
8	4	1	0
8	4	2	0
8	5	1	0
8	5	2	1
8	6	1	0
8	6	2	0
8	7	1	0
8	7	2	0
8	8	1	0
8	8	2	0
8	9	1	0
8	9	2	0
9	1	1	0
9	1	2	0
9	2	1	0
9	2	2	0
9	3	1	0
9	3	2	0
9	4	1	0
9	4	2	0
9	5	1	0
9	5	2	0
9	6	1	0
9	6	2	0
9	7	1	0
9	7	2	0
9	8	1	0
9	8	2	1
9	9	1	0
9	9	2	0

y
t1  （大小 9）	值
1	0
2	0.391311896062463
3	6.63867432354743
4	2.36177881696787
5	4.29812031642514
6	9.32853268018926
7	4.91755623999935
8	3.67183424298784
9	3.25516757632178

时间：52.75
