task 1：
目标函数：312.381
决策变量：
x
t1  （大小 6）	t1  （大小 6）	v1  （大小 2）	值
1	1	1	0
1	1	2	0
1	2	1	1
1	2	2	0
1	3	1	0
1	3	2	0
1	4	1	0
1	4	2	0
1	5	1	0
1	5	2	0
1	6	1	0
1	6	2	0
2	1	1	0
2	1	2	0
2	2	1	0
2	2	2	0
2	3	1	0
2	3	2	0
2	4	1	1
2	4	2	0
2	5	1	0
2	5	2	0
2	6	1	0
2	6	2	0
3	1	1	1
3	1	2	0
3	2	1	0
3	2	2	0
3	3	1	0
3	3	2	0
3	4	1	0
3	4	2	0
3	5	1	0
3	5	2	0
3	6	1	0
3	6	2	0
4	1	1	0
4	1	2	0
4	2	1	0
4	2	2	0
4	3	1	0
4	3	2	0
4	4	1	0
4	4	2	0
4	5	1	1
4	5	2	0
4	6	1	0
4	6	2	0
5	1	1	0
5	1	2	0
5	2	1	0
5	2	2	0
5	3	1	0
5	3	2	0
5	4	1	0
5	4	2	0
5	5	1	0
5	5	2	0
5	6	1	1
5	6	2	0
6	1	1	0
6	1	2	0
6	2	1	0
6	2	2	0
6	3	1	1
6	3	2	0
6	4	1	0
6	4	2	0
6	5	1	0
6	5	2	0
6	6	1	0
6	6	2	0

y
t1  （大小 6）	t1  （大小 6）	v1  （大小 2）	值
1	1	1	0
1	1	2	0
1	2	1	1
1	2	2	0
1	3	1	0
1	3	2	0
1	4	1	0
1	4	2	0
1	5	1	0
1	5	2	0
1	6	1	0
1	6	2	0
2	1	1	0
2	1	2	0
2	2	1	0
2	2	2	0
2	3	1	0
2	3	2	0
2	4	1	1
2	4	2	0
2	5	1	0
2	5	2	0
2	6	1	0
2	6	2	0
3	1	1	1
3	1	2	0
3	2	1	0
3	2	2	0
3	3	1	0
3	3	2	0
3	4	1	0
3	4	2	0
3	5	1	0
3	5	2	0
3	6	1	0
3	6	2	0
4	1	1	0
4	1	2	0
4	2	1	0
4	2	2	0
4	3	1	0
4	3	2	0
4	4	1	0
4	4	2	0
4	5	1	1
4	5	2	0
4	6	1	0
4	6	2	0
5	1	1	0
5	1	2	0
5	2	1	0
5	2	2	0
5	3	1	0
5	3	2	0
5	4	1	0
5	4	2	0
5	5	1	0
5	5	2	0
5	6	1	1
5	6	2	0
6	1	1	0
6	1	2	0
6	2	1	0
6	2	2	0
6	3	1	1
6	3	2	0
6	4	1	0
6	4	2	0
6	5	1	0
6	5	2	0
6	6	1	0
6	6	2	0

时间：2.55

task 2：
目标函数：330.278
决策变量：
x
t1  （大小 6）	t1  （大小 6）	v1  （大小 2）	值
1	1	1	0
1	1	2	0
1	2	1	1
1	2	2	0
1	3	1	0
1	3	2	0
1	4	1	0
1	4	2	0
1	5	1	0
1	5	2	0
1	6	1	0
1	6	2	0
2	1	1	0
2	1	2	0
2	2	1	0
2	2	2	0
2	3	1	0
2	3	2	0
2	4	1	1
2	4	2	0
2	5	1	0
2	5	2	0
2	6	1	0
2	6	2	0
3	1	1	0
3	1	2	0
3	2	1	0
3	2	2	0
3	3	1	0
3	3	2	0
3	4	1	0
3	4	2	0
3	5	1	0
3	5	2	0
3	6	1	1
3	6	2	0
4	1	1	0
4	1	2	0
4	2	1	0
4	2	2	0
4	3	1	1
4	3	2	0
4	4	1	0
4	4	2	0
4	5	1	0
4	5	2	0
4	6	1	0
4	6	2	0
5	1	1	1
5	1	2	0
5	2	1	0
5	2	2	0
5	3	1	0
5	3	2	0
5	4	1	0
5	4	2	0
5	5	1	0
5	5	2	0
5	6	1	0
5	6	2	0
6	1	1	0
6	1	2	0
6	2	1	0
6	2	2	0
6	3	1	0
6	3	2	0
6	4	1	0
6	4	2	0
6	5	1	1
6	5	2	0
6	6	1	0
6	6	2	0

y
t1  （大小 6）	值
1	0
2	0.279508493187471
3	1.57111633987531
4	0.613880258166112
5	4.44172673321352
6	3.44402155961668

时间：2.31
