task 1：
目标函数：325.03
决策变量：
x
t1  （大小 7）	t1  （大小 7）	v1  （大小 2）	值
1	1	1	0
1	1	2	0
1	2	1	0
1	2	2	0
1	3	1	0
1	3	2	0
1	4	1	0
1	4	2	0
1	5	1	0
1	5	2	0
1	6	1	0
1	6	2	0
1	7	1	1
1	7	2	0
2	1	1	1
2	1	2	0
2	2	1	0
2	2	2	0
2	3	1	0
2	3	2	0
2	4	1	0
2	4	2	0
2	5	1	0
2	5	2	0
2	6	1	0
2	6	2	0
2	7	1	0
2	7	2	0
3	1	1	0
3	1	2	0
3	2	1	1
3	2	2	0
3	3	1	0
3	3	2	0
3	4	1	0
3	4	2	0
3	5	1	0
3	5	2	0
3	6	1	0
3	6	2	0
3	7	1	0
3	7	2	0
4	1	1	0
4	1	2	0
4	2	1	0
4	2	2	0
4	3	1	1
4	3	2	0
4	4	1	0
4	4	2	0
4	5	1	0
4	5	2	0
4	6	1	0
4	6	2	0
4	7	1	0
4	7	2	0
5	1	1	0
5	1	2	0
5	2	1	0
5	2	2	0
5	3	1	0
5	3	2	0
5	4	1	0
5	4	2	0
5	5	1	0
5	5	2	0
5	6	1	1
5	6	2	0
5	7	1	0
5	7	2	0
6	1	1	0
6	1	2	0
6	2	1	0
6	2	2	0
6	3	1	0
6	3	2	0
6	4	1	1
6	4	2	0
6	5	1	0
6	5	2	0
6	6	1	0
6	6	2	0
6	7	1	0
6	7	2	0
7	1	1	0
7	1	2	0
7	2	1	0
7	2	2	0
7	3	1	0
7	3	2	0
7	4	1	0
7	4	2	0
7	5	1	1
7	5	2	0
7	6	1	0
7	6	2	0
7	7	1	0
7	7	2	0

y
t1  （大小 7）	值
1	0
2	11.061501500434
3	9.49961477751062
4	7.41628144517729
5	3.98705431930952
6	5.83957510853665
7	0.983933430707722

时间：2.32秒

task 2：
目标函数：363.082
决策变量：
x
t1  （大小 7）	t1  （大小 7）	v1  （大小 2）	值
1	1	1	0
1	1	2	0
1	2	1	0
1	2	2	0
1	3	1	1
1	3	2	0
1	4	1	0
1	4	2	0
1	5	1	0
1	5	2	0
1	6	1	0
1	6	2	0
1	7	1	0
1	7	2	0
2	1	1	0
2	1	2	0
2	2	1	0
2	2	2	0
2	3	1	0
2	3	2	0
2	4	1	0
2	4	2	0
2	5	1	0
2	5	2	0
2	6	1	0
2	6	2	0
2	7	1	1
2	7	2	0
3	1	1	0
3	1	2	0
3	2	1	1
3	2	2	0
3	3	1	0
3	3	2	0
3	4	1	0
3	4	2	0
3	5	1	0
3	5	2	0
3	6	1	0
3	6	2	0
3	7	1	0
3	7	2	0
4	1	1	1
4	1	2	0
4	2	1	0
4	2	2	0
4	3	1	0
4	3	2	0
4	4	1	0
4	4	2	0
4	5	1	0
4	5	2	0
4	6	1	0
4	6	2	0
4	7	1	0
4	7	2	0
5	1	1	0
5	1	2	0
5	2	1	0
5	2	2	0
5	3	1	0
5	3	2	0
5	4	1	0
5	4	2	0
5	5	1	0
5	5	2	0
5	6	1	1
5	6	2	0
5	7	1	0
5	7	2	0
6	1	1	0
6	1	2	0
6	2	1	0
6	2	2	0
6	3	1	0
6	3	2	0
6	4	1	1
6	4	2	0
6	5	1	0
6	5	2	0
6	6	1	0
6	6	2	0
6	7	1	0
6	7	2	0
7	1	1	0
7	1	2	0
7	2	1	0
7	2	2	0
7	3	1	0
7	3	2	0
7	4	1	0
7	4	2	0
7	5	1	1
7	5	2	0
7	6	1	0
7	6	2	0
7	7	1	0
7	7	2	0

y
t1  （大小 7）	值
1	0
2	2.43688672292333
3	0.874999999
4	9.63941020479474
5	7.61082776615828
6	9.029742410461
7	4.60770687855648

时间：2.38秒
