task 1：
目标函数：326.201
决策变量：
x
t1  （大小 7）	t1  （大小 7）	v1  （大小 2）	值
1	1	1	0
1	1	2	0
1	2	1	0
1	2	2	0
1	3	1	0
1	3	2	0
1	4	1	0
1	4	2	0
1	5	1	1
1	5	2	0
1	6	1	0
1	6	2	0
1	7	1	0
1	7	2	0
2	1	1	0
2	1	2	0
2	2	1	0
2	2	2	0
2	3	1	0
2	3	2	0
2	4	1	0
2	4	2	0
2	5	1	0
2	5	2	0
2	6	1	1
2	6	2	0
2	7	1	0
2	7	2	0
3	1	1	0
3	1	2	0
3	2	1	0
3	2	2	0
3	3	1	0
3	3	2	0
3	4	1	0
3	4	2	0
3	5	1	0
3	5	2	0
3	6	1	0
3	6	2	0
3	7	1	1
3	7	2	0
4	1	1	1
4	1	2	0
4	2	1	0
4	2	2	0
4	3	1	0
4	3	2	0
4	4	1	0
4	4	2	0
4	5	1	0
4	5	2	0
4	6	1	0
4	6	2	0
4	7	1	0
4	7	2	0
5	1	1	0
5	1	2	0
5	2	1	0
5	2	2	0
5	3	1	1
5	3	2	0
5	4	1	0
5	4	2	0
5	5	1	0
5	5	2	0
5	6	1	0
5	6	2	0
5	7	1	0
5	7	2	0
6	1	1	0
6	1	2	0
6	2	1	0
6	2	2	0
6	3	1	0
6	3	2	0
6	4	1	1
6	4	2	0
6	5	1	0
6	5	2	0
6	6	1	0
6	6	2	0
6	7	1	0
6	7	2	0
7	1	1	0
7	1	2	0
7	2	1	1
7	2	2	0
7	3	1	0
7	3	2	0
7	4	1	0
7	4	2	0
7	5	1	0
7	5	2	0
7	6	1	0
7	6	2	0
7	7	1	0
7	7	2	0

y
t1  （大小 7）	值
1	0
2	6.24515428166394
3	2.99126891699837
4	12.1813023461836
5	0.838525490562422
6	9.28103317974751
7	4.13882018120474

时间：2.93

task 2：
目标函数：362.508
决策变量：
x
t1  （大小 7）	t1  （大小 7）	v1  （大小 2）	值
1	1	1	0
1	1	2	0
1	2	1	0
1	2	2	0
1	3	1	0
1	3	2	0
1	4	1	0
1	4	2	0
1	5	1	0
1	5	2	0
1	6	1	0
1	6	2	1
1	7	1	0
1	7	2	0
2	1	1	0
2	1	2	1
2	2	1	0
2	2	2	0
2	3	1	0
2	3	2	0
2	4	1	0
2	4	2	0
2	5	1	0
2	5	2	0
2	6	1	0
2	6	2	0
2	7	1	0
2	7	2	0
3	1	1	0
3	1	2	0
3	2	1	0
3	2	2	0
3	3	1	0
3	3	2	0
3	4	1	0
3	4	2	1
3	5	1	0
3	5	2	0
3	6	1	0
3	6	2	0
3	7	1	0
3	7	2	0
4	1	1	0
4	1	2	0
4	2	1	0
4	2	2	0
4	3	1	0
4	3	2	0
4	4	1	0
4	4	2	0
4	5	1	0
4	5	2	0
4	6	1	0
4	6	2	0
4	7	1	0
4	7	2	1
5	1	1	0
5	1	2	0
5	2	1	0
5	2	2	0
5	3	1	0
5	3	2	1
5	4	1	0
5	4	2	0
5	5	1	0
5	5	2	0
5	6	1	0
5	6	2	0
5	7	1	0
5	7	2	0
6	1	1	0
6	1	2	0
6	2	1	0
6	2	2	0
6	3	1	0
6	3	2	0
6	4	1	0
6	4	2	0
6	5	1	0
6	5	2	1
6	6	1	0
6	6	2	0
6	7	1	0
6	7	2	0
7	1	1	0
7	1	2	0
7	2	1	0
7	2	2	1
7	3	1	0
7	3	2	0
7	4	1	0
7	4	2	0
7	5	1	0
7	5	2	0
7	6	1	0
7	6	2	0
7	7	1	0
7	7	2	0

y
t1  （大小 7）	值
1	0
2	9.0334252048552
3	5.94401572440116
4	8.51546275534304
5	3.79127229796522
6	1.30970673803508
7	8.73212942201019

时间：2.85
