实验环境：
VeiNum = 15
Q_ant =1000
AntNum = 20
iter_max = 500

cus：
40	50
40	50
40	50
30	50
30	35
20	85
70	58
65	82
38	68
0	45
25	50
65	85
47	40
60	85
20	50
15	75
28	52
53	35
28	35
50	35
62	80
40	66
26	32
25	35
55	80
48	40
2	40
28	30
45	70
65	55
68	60
22	85
32	30
87	30
45	30
45	35
23	52
95	30
38	5
88	30
90	35
18	75
42	65
42	68
60	55
44	5
30	52
35	32
8	45
60	80
75	55
10	35
20	55


task：
2	4	1	0	1
4	3	2	1	0
3	5	3	0	1
5	2	4	3	0
3	6	3	0	1
6	2	4	5	0
2	7	1	0	1
7	3	2	7	0
2	8	1	0	1
8	3	2	9	0
3	9	3	0	1
9	2	4	11	0
2	10	1	0	1
10	3	2	13	0
3	11	3	0	1
11	2	4	15	0
3	12	3	0	1
12	2	4	17	0
3	13	3	0	1
13	2	4	19	0
2	14	1	0	1
14	3	2	21	0
2	15	1	0	1
15	3	2	23	0
2	16	1	0	1
16	3	2	25	0
3	17	3	0	1
17	2	4	27	0
2	18	1	0	1
18	3	2	29	0
3	19	3	0	1
19	2	4	31	0
2	20	1	0	1
20	3	2	33	0
2	21	1	0	1
21	3	2	35	0
3	22	3	0	1
22	2	4	37	0
2	23	1	0	1
23	3	2	39	0
2	24	1	0	1
24	3	2	41	0
3	25	3	0	1
25	2	4	43	0
3	26	3	0	1
26	2	4	45	0
2	27	1	0	1
27	3	2	47	0
3	28	3	0	1
28	2	4	49	0
3	29	3	0	1
29	2	4	51	0
2	30	1	0	1
30	3	2	53	0
3	31	3	0	1
31	2	4	55	0
3	32	3	0	1
32	2	4	57	0
2	33	1	0	1
33	3	2	59	0
2	34	1	0	1
34	3	2	61	0
2	35	1	0	1
35	3	2	63	0
2	36	1	0	1
36	3	2	65	0
2	37	1	0	1
37	3	2	67	0
3	38	3	0	1
38	2	4	69	0
3	39	3	0	1
39	2	4	71	0
2	40	1	0	1
40	3	2	73	0
3	41	3	0	1
41	2	4	75	0
3	42	3	0	1
42	2	4	77	0
3	43	3	0	1
43	2	4	79	0



抽取的客户节点编号为

Cus_select =

  1 至 25 列

    20    47    16    84    94     8    39    24    93    67    97    29    18    22    74    49    62    95     7    50    52    99    65    37    48

  26 至 50 列

     2    87    85    14    44    79    68    69    27    70    58    77    76    17     5     4    90    53    21    41    34    96    82    31    30

各任务对应的的客户节点编号为

Task_Cus =

  1 至 25 列

    20    47    16    84    94     8    39    24    93    67    97    29    18    22    74    49    62    95     7    50    52    99    65    37    48

  26 至 50 列

     2    87    85    14    44    79    68    69    27    70    58    77    76    17     5     4    90    53    21    41    34    96    82    31    30





Task_size: 100



Tasktime:
0
0.166666666666667
0.916666666666667
1.11736057609967
0.166666666666667
1.67444888520399
0.166666666666667
0.166666666666667
1.44287540147967
0.166666666666667
1.68186369187901
0.166666666666667
1.11943592357354
1.67444888520399
0.166666666666667
0.166666666666667
1.04166666666667
1.74195732504700
