实验环境：
VeiNum =13
Q_ant = 800
AntNum = 20 
iter_max = 500

抽取的客户节点编号为

Cus_select =

  1 至 25 列

    94    18    33    97    96    61    75    82    22    10    37    15    64    53    44    19     6    36    27    84    42    93    29    47    51

  26 至 50 列

     5     9    92    20    57    80     8    73    58    46    11    21    68    43    35    23    79    49     2    70    63    65    30     4    85

各任务对应的的客户节点编号为

Task_Cus =

  1 至 25 列

    94    18    33    97    96    61    75    82    22    10    37    15    64    53    44    19     6    36    27    84    42    93    29    47    51

  26 至 50 列

     5     9    92    20    57    80     8    73    58    46    11    21    68    43    35    23    79    49     2    70    63    65    30     4    85

>> 

cus：
35	35
35	35
35	35
26	27
20	40
53	52
25	21
22	27
12	24
49	11
15	47
45	10
30	60
20	20
30	5
15	77
37	31
11	14
15	60
25	30
2	60
35	40
11	31
24	12
18	24
64	42
8	56
49	58
15	30
55	60
22	22
45	65
32	12
56	37
10	43
44	17
36	26
2	48
20	65
45	20
56	39
23	3
63	65
55	5
57	48
6	68
35	17
37	56
27	69
62	77
40	60
55	20
16	22


task：
2	4	1	0	1
4	3	2	1	0
2	5	1	0	1
5	3	2	3	0
3	6	3	0	1
6	2	4	5	0
3	7	3	0	1
7	2	4	7	0
2	8	1	0	1
8	3	2	9	0
3	9	3	0	1
9	2	4	11	0
3	10	3	0	1
10	2	4	13	0
3	11	3	0	1
11	2	4	15	0
2	12	1	0	1
12	3	2	17	0
2	13	1	0	1
13	3	2	19	0
2	14	1	0	1
14	3	2	21	0
2	15	1	0	1
15	3	2	23	0
2	16	1	0	1
16	3	2	25	0
3	17	3	0	1
17	2	4	27	0
2	18	1	0	1
18	3	2	29	0
2	19	1	0	1
19	3	2	31	0
2	20	1	0	1
20	3	2	33	0
3	21	3	0	1
21	2	4	35	0
3	22	3	0	1
22	2	4	37	0
3	23	3	0	1
23	2	4	39	0
3	24	3	0	1
24	2	4	41	0
3	25	3	0	1
25	2	4	43	0
3	26	3	0	1
26	2	4	45	0
3	27	3	0	1
27	2	4	47	0
3	28	3	0	1
28	2	4	49	0
2	29	1	0	1
29	3	2	51	0
3	30	3	0	1
30	2	4	53	0
2	31	1	0	1
31	3	2	55	0
2	32	1	0	1
32	3	2	57	0
3	33	3	0	1
33	2	4	59	0
2	34	1	0	1
34	3	2	61	0
3	35	3	0	1
35	2	4	63	0
2	36	1	0	1
36	3	2	65	0
3	37	3	0	1
37	2	4	67	0
3	38	3	0	1
38	2	4	69	0
2	39	1	0	1
39	3	2	71	0
3	40	3	0	1
40	2	4	73	0
2	41	1	0	1
41	3	2	75	0
2	42	1	0	1
42	3	2	77	0
3	43	3	0	1
43	2	4	79	0
2	44	1	0	1
44	3	2	81	0
2	45	1	0	1
45	3	2	83	0
3	46	3	0	1
46	2	4	85	0
2	47	1	0	1
47	3	2	87	0
2	48	1	0	1
48	3	2	89	0
3	49	3	0	1
49	2	4	91	0
3	50	3	0	1
50	2	4	93	0
2	51	1	0	1
51	3	2	95	0
2	52	1	0	1
